Restaurant_ID,City,Cuisine_Type,Average_Meal_Price,Seating_Capacity,Years_in_Business,Google_Rating,Social_Media_Followers,Weekend_Reservations,Staff_Count,Delivery_Service,Marketing_Budget,Health_Inspection_Score,Annual_Revenue,Success_Label
R0627,Houston,Italian,23,81,15,3.7,40215,35,22,Yes,6414,54,543570,1
R0628,Los Angeles,Indian,34,105,12,3.6,14349,21,22,Yes,18664,74,1026446,1
R0629,Houston,Chinese,31,97,8,5.0,47747,81,45,Yes,4188,98,1836603,0
R0630,Houston,Japanese,39,65,22,2.5,46925,142,28,No,15183,86,473359,1
R0631,San Francisco,American,29,22,20,4.7,44925,115,6,Yes,13580,83,992013,1
R0632,New York,Mexican,30,25,6,2.9,24700,229,44,Yes,10416,58,1448500,1
R0633,Houston,Vegan,41,112,3,4.5,37806,186,24,Yes,5537,55,742101,1
R0634,Chicago,Japanese,30,27,28,4.0,19322,291,38,Yes,13953,67,1518690,1
R0635,New York,American,44,127,24,3.4,33605,142,47,Yes,9140,63,567649,1
R0636,New York,Indian,41,94,26,4.7,39068,31,30,No,581,68,149919,0
R0637,New York,Mexican,39,96,13,2.5,41239,278,11,No,6778,63,1473574,1
R0638,San Francisco,Indian,48,69,13,3.1,49483,170,42,Yes,16578,89,1315322,1
R0639,Houston,Chinese,21,30,2,3.9,41402,116,34,No,16036,66,1292596,1
R0640,San Francisco,Italian,27,114,5,3.4,29248,288,46,No,18290,84,1684632,1
R0641,Houston,Mexican,30,89,17,4.0,22402,244,9,Yes,7910,78,1141838,1
R0642,San Francisco,American,22,35,6,2.6,2723,27,15,No,16426,91,1497298,0
R0643,San Francisco,American,30,87,2,2.8,8746,251,5,No,16000,66,594893,0
R0644,Chicago,Chinese,17,118,4,2.8,13643,126,38,Yes,1980,92,652878,0
R0645,San Francisco,Chinese,49,67,22,3.0,29060,295,5,Yes,9771,57,340375,1
R0646,Los Angeles,Mexican,16,83,26,3.6,22885,291,23,No,4098,50,1702261,0
R0647,Chicago,Indian,32,109,11,4.4,12917,153,6,Yes,15532,94,1175699,1
R0648,San Francisco,Vegan,41,95,8,4.8,31506,214,25,Yes,8493,85,1898523,1
R0649,New York,American,20,120,12,4.6,23556,48,24,Yes,11395,56,1447931,1
R0650,Los Angeles,American,31,108,8,3.0,23877,163,27,Yes,15867,95,481838,1
R0651,Los Angeles,Chinese,31,37,11,3.6,21014,185,25,No,8144,54,1901608,1
R0652,Los Angeles,Japanese,34,38,22,3.0,29653,250,28,Yes,12448,73,1257540,1
R0653,Chicago,Chinese,31,74,20,3.2,23648,143,8,Yes,18642,77,1050783,1
R0654,San Francisco,Vegan,37,121,8,3.8,37365,55,16,Yes,3099,92,905742,0
R0655,San Francisco,Indian,38,137,29,2.7,40801,59,26,Yes,6313,66,218767,1
R0656,New York,Indian,22,23,8,3.0,6827,175,24,Yes,4353,86,1758365,0
R0657,New York,Japanese,27,127,26,4.8,45024,115,22,Yes,19176,69,709966,1
R0658,Los Angeles,American,11,134,17,3.7,32527,225,5,No,2001,52,1496270,0
R0659,New York,Chinese,38,48,20,3.6,16792,155,34,Yes,8922,86,1737244,1
R0660,Chicago,Indian,30,78,20,2.5,31725,81,37,Yes,8050,75,1575608,1
R0661,San Francisco,Vegan,24,144,23,3.1,25018,282,28,Yes,4750,64,745494,0
R0662,Los Angeles,Mexican,36,117,16,4.7,41495,256,18,Yes,7491,97,513179,1
R0663,New York,Italian,40,36,14,2.9,41236,195,40,Yes,16998,57,1996788,1
R0664,Chicago,Italian,24,126,11,3.5,49390,79,9,Yes,4906,62,206547,0
R0665,Chicago,Italian,32,62,7,2.5,49445,159,15,No,19231,97,902609,1
R0666,New York,American,33,99,16,3.7,15677,255,28,Yes,1541,52,727090,0
R0667,San Francisco,Chinese,22,27,13,2.6,19719,271,35,No,7427,50,1250761,1
R0668,New York,Japanese,31,125,27,4.5,46340,35,17,Yes,16895,58,1773947,1
R0669,Los Angeles,Indian,46,27,15,4.6,33810,149,20,No,8371,80,105746,1
R0670,New York,Mexican,42,115,24,4.5,37488,108,28,Yes,6875,90,1796789,1
R0671,Chicago,Vegan,12,113,16,3.2,16295,287,17,No,4176,75,1970203,0
R0672,New York,Mexican,28,84,27,4.6,27789,60,28,Yes,13517,66,1921826,1
R0673,San Francisco,Vegan,32,58,21,3.9,11254,160,30,Yes,3565,83,218393,0
R0674,Houston,American,38,100,23,3.4,39221,113,6,Yes,2536,58,333453,0
R0675,New York,Chinese,39,103,24,4.1,29512,98,20,No,3546,62,340320,0
R0676,San Francisco,Italian,48,107,9,2.5,21441,150,42,Yes,17424,54,643167,1
R0677,San Francisco,Chinese,34,105,3,2.9,32118,222,5,Yes,576,90,1690456,0
R0678,Chicago,American,46,112,19,4.4,9245,242,15,No,19951,62,1445448,1
R0679,San Francisco,Japanese,17,105,20,3.1,42362,192,39,Yes,16380,50,1318660,1
R0680,San Francisco,Japanese,25,63,5,4.0,46430,260,47,No,16907,74,1820358,1
R0681,San Francisco,American,17,93,10,3.5,22323,18,33,Yes,17559,96,845016,1
R0682,San Francisco,Vegan,10,55,17,4.6,2980,88,41,No,4767,53,698843,0
R0683,Los Angeles,Indian,14,120,15,4.9,21371,61,21,Yes,6488,85,1454022,1
R0684,Los Angeles,Indian,12,123,23,4.7,33413,278,43,Yes,9180,59,958840,1
R0685,Chicago,Vegan,10,85,25,3.2,47000,235,46,Yes,1985,77,1641694,0
R0686,New York,Japanese,13,74,8,3.0,13404,60,32,No,15213,55,1315473,1
R0687,San Francisco,Japanese,49,110,15,3.7,34795,195,33,Yes,2919,76,1875098,0
R0688,New York,Japanese,44,41,21,2.5,30325,43,47,Yes,15812,61,913498,1
R0689,New York,Chinese,41,120,14,2.6,20636,239,7,No,3995,97,840023,0
R0690,Chicago,Japanese,43,140,20,3.9,30931,140,14,Yes,17640,52,1192454,1
R0691,San Francisco,Mexican,34,112,28,3.8,49256,129,46,No,11216,95,1223983,1
R0692,San Francisco,Italian,19,127,7,5.0,11773,256,18,No,12942,82,691157,1
R0693,Houston,Japanese,30,29,21,3.0,22017,201,16,No,18663,59,307716,1
R0694,New York,Vegan,48,28,23,3.1,27929,219,46,No,13461,80,857827,1
R0695,New York,Italian,36,53,12,2.8,15472,112,34,Yes,10807,64,1115314,1
R0696,Los Angeles,Chinese,36,148,17,4.8,26038,142,36,Yes,6987,56,1232279,1
R0697,Houston,Vegan,11,108,17,4.4,2763,148,36,No,10164,85,1771841,0
R0698,Los Angeles,Italian,22,112,10,4.6,47901,130,46,Yes,16860,63,1641920,1
R0699,Los Angeles,Vegan,18,90,29,4.8,9565,103,36,Yes,17142,97,1863610,0
R0700,Los Angeles,Chinese,45,86,19,3.8,3426,138,30,No,4575,63,1608817,0
R0701,Chicago,Mexican,31,136,14,3.6,3759,100,5,Yes,18002,52,1482376,0
R0702,Chicago,Chinese,35,113,11,3.3,27694,101,46,No,15785,98,689604,1
R0703,Los Angeles,Chinese,21,118,2,4.0,4863,72,6,No,8131,95,740807,0
R0704,Houston,Vegan,26,132,18,3.6,23221,38,21,No,3517,99,1677282,0
R0705,New York,American,23,122,7,3.6,10928,219,34,No,18542,52,873622,1
R0706,Houston,Indian,23,110,12,4.8,47688,21,43,No,18681,71,76014,1
R0707,San Francisco,Japanese,43,109,26,5.0,11321,139,11,No,1284,68,1096737,0
R0708,Chicago,Japanese,29,36,2,4.5,11311,182,31,Yes,6191,84,1826935,1
R0709,New York,Mexican,20,37,27,4.4,13669,217,13,Yes,16265,61,1861853,1
R0710,New York,Mexican,25,135,20,4.2,31458,33,26,No,3696,54,231350,0
R0711,San Francisco,Japanese,40,112,18,2.9,37960,108,38,No,10052,59,961995,1
R0712,San Francisco,Indian,15,110,6,2.6,6122,148,5,Yes,9032,90,838212,0
R0713,Los Angeles,Japanese,28,101,24,4.2,45437,183,13,Yes,17446,82,534859,1
R0714,Chicago,American,46,87,10,4.3,13615,38,24,Yes,5246,62,764618,1
R0715,Chicago,Indian,13,133,20,2.6,6259,152,23,Yes,3499,84,540339,0
R0716,Houston,Mexican,13,20,15,4.8,46091,51,40,No,18077,81,92192,1
R0717,Los Angeles,Italian,29,77,5,2.7,41313,217,44,No,11802,60,1026804,1
R0718,Los Angeles,Vegan,19,128,20,3.2,21791,201,49,Yes,16952,97,941307,1
R0719,Los Angeles,American,33,135,3,4.2,25004,169,8,Yes,16095,87,1058008,1
R0720,Los Angeles,American,44,106,5,2.9,43890,73,13,Yes,19312,73,1459849,1
R0721,Chicago,Mexican,35,29,25,2.6,3144,252,45,No,6700,84,93923,0
R0722,Chicago,Mexican,46,78,8,3.3,9712,267,26,Yes,5896,68,1712060,0
R0723,Los Angeles,Chinese,47,60,8,4.4,5736,161,22,Yes,13910,55,1625259,1
R0724,Houston,American,30,124,8,3.5,11693,224,16,Yes,13703,89,1463169,1
R0725,New York,Chinese,49,141,12,4.1,49047,175,46,Yes,4098,94,1482467,1
R0726,New York,Chinese,48,41,24,3.9,2992,40,47,Yes,11064,93,802744,0
R0727,Houston,Vegan,30,117,23,2.6,21772,241,43,Yes,13248,91,1507571,1
R0728,Los Angeles,Chinese,19,87,8,5.0,5912,291,13,Yes,17457,84,645316,1
R0729,Chicago,Indian,47,75,11,2.6,31185,38,10,Yes,8136,53,997226,1
R0730,New York,Japanese,13,118,14,4.9,754,204,23,Yes,18362,82,1498903,1
R0731,San Francisco,Italian,29,95,8,3.9,17243,265,11,No,10765,62,816751,1
R0732,San Francisco,Mexican,26,45,29,4.9,1898,290,20,No,10205,85,715344,1
R0733,Houston,Indian,16,134,24,2.8,38027,96,9,No,14798,92,929608,1
R0734,Los Angeles,Italian,13,128,28,3.7,29187,158,20,No,19080,68,1826264,1
R0735,New York,American,38,66,10,2.9,11718,258,5,Yes,10203,92,1353891,1
R0736,Los Angeles,American,23,90,7,2.6,8546,292,41,Yes,13836,61,1387644,0
R0737,New York,American,12,59,28,4.0,21746,207,43,Yes,8666,60,495919,1
R0738,Houston,Indian,33,42,17,3.0,36691,53,23,No,16616,55,1393297,1
R0739,Houston,Indian,46,125,4,4.0,48967,37,41,No,6550,61,188783,1
R0740,San Francisco,Mexican,25,103,29,2.8,27300,26,21,Yes,11684,76,1708412,1
R0741,Los Angeles,Japanese,13,135,13,3.3,29671,136,30,Yes,13212,90,1355864,1
R0742,San Francisco,Chinese,33,128,4,4.5,22638,177,26,Yes,8984,74,1591661,1
R0743,Los Angeles,American,43,60,5,3.6,40655,253,12,No,3093,91,545187,0
R0744,San Francisco,Vegan,39,131,26,4.1,44064,85,37,Yes,10815,52,1747957,1
R0745,Chicago,Japanese,27,131,22,4.1,21000,240,6,Yes,15700,52,1334411,1
R0746,Chicago,Vegan,28,122,4,4.6,22456,213,34,Yes,9607,69,1951563,1
R0747,Chicago,Mexican,40,65,18,3.3,23123,257,24,Yes,4369,77,1450568,0
R0748,Chicago,Mexican,28,87,6,4.2,39248,223,22,No,15947,72,1304660,1
R0749,New York,Mexican,28,141,24,4.9,17492,224,47,Yes,8471,97,844686,1
R0750,Chicago,Italian,31,34,24,4.3,20798,167,14,No,3489,52,437554,0
R0751,Houston,Vegan,33,148,23,3.7,42570,78,28,Yes,5840,91,803315,1
R0752,Houston,Japanese,21,130,22,4.1,26635,94,8,No,10143,73,520336,1
R0753,New York,Japanese,39,43,2,4.3,35550,276,41,No,4323,92,973469,1
R0754,Chicago,Indian,47,46,23,4.0,33857,78,8,Yes,13954,89,1306648,1
R0755,Chicago,Indian,40,59,11,2.5,12576,108,17,Yes,4432,55,1346605,0
R0756,Chicago,American,45,43,28,3.0,41314,225,29,No,10720,69,1307623,1
R0757,San Francisco,Indian,28,43,14,4.5,4811,170,17,Yes,9054,60,415169,0
R0758,Los Angeles,Mexican,45,23,5,3.2,6579,103,22,No,2929,81,180509,0
R0759,San Francisco,Japanese,39,86,6,4.3,31490,183,28,No,7944,76,812072,1
R0760,Los Angeles,Vegan,42,53,10,3.4,13261,174,6,No,11010,70,1393683,1
R0761,Chicago,Mexican,27,135,8,3.8,32252,124,37,Yes,11777,93,577561,1
R0762,Chicago,Italian,37,42,14,2.7,14735,229,23,Yes,11037,97,589618,1
R0763,San Francisco,Indian,20,128,24,3.0,40943,40,13,Yes,7647,99,202566,1
R0764,San Francisco,Mexican,42,88,3,4.9,30397,20,32,Yes,8131,62,650710,1
R0765,Los Angeles,Mexican,26,114,12,4.7,20936,139,39,No,4098,71,958521,0
R0766,Houston,Italian,15,81,16,4.1,24931,114,43,No,4829,84,53212,0
R0767,Los Angeles,Chinese,13,76,28,3.6,1107,36,14,Yes,7218,96,282131,0
R0768,San Francisco,Japanese,29,73,23,4.2,26431,236,5,No,10423,71,526657,1
R0769,San Francisco,Vegan,36,89,17,4.0,40556,11,46,Yes,14282,77,1710458,1
R0770,New York,American,24,120,1,3.9,10863,110,25,Yes,16976,70,1230728,1
R0771,San Francisco,Chinese,15,76,23,2.6,4008,30,13,No,551,95,1393395,0
R0772,New York,Indian,23,122,10,4.1,27673,67,19,No,17202,67,1120583,1
R0773,Houston,Mexican,20,104,25,4.4,19287,189,39,Yes,10684,80,688093,1
R0774,Los Angeles,Italian,48,80,23,5.0,12057,29,9,No,12968,95,1443361,1
R0775,Los Angeles,Italian,18,22,10,2.5,4479,264,45,Yes,15979,86,1718679,0
R0776,New York,Japanese,35,147,21,4.3,28059,47,26,Yes,7710,70,883247,1
R0777,Los Angeles,Chinese,25,105,24,3.9,16582,157,45,Yes,13434,63,1968490,1
R0778,San Francisco,American,14,66,2,3.6,27205,34,27,No,4456,74,1885647,0
R0779,Chicago,Japanese,19,95,9,2.8,977,130,11,Yes,6557,76,375737,0
R0780,New York,Mexican,12,57,22,3.5,48453,35,27,Yes,11710,89,1610740,1
R0781,Los Angeles,Japanese,22,106,13,3.4,18352,178,48,Yes,15090,72,128038,1
R0782,New York,Vegan,39,77,25,3.3,31434,234,29,No,14364,80,1070998,1
R0783,New York,Italian,15,69,16,4.3,19149,10,31,Yes,2025,96,1454619,0
R0784,Chicago,Italian,26,49,18,4.3,17872,270,45,Yes,13777,78,840168,1
R0785,San Francisco,Indian,28,120,19,4.0,2737,22,10,Yes,7543,96,1876370,0
R0786,New York,Indian,44,44,12,4.8,7342,57,38,Yes,18162,79,1115049,0
R0787,Los Angeles,American,35,131,8,3.4,42125,103,13,No,9205,75,703059,1
R0788,Houston,Mexican,14,145,17,3.1,41481,270,37,Yes,6625,69,1224377,1
R0789,New York,Vegan,38,142,15,4.1,35751,287,10,No,8374,87,944030,1
R0790,New York,Chinese,46,66,10,3.0,34072,214,41,Yes,13029,68,660911,1
R0791,Chicago,Japanese,29,137,15,3.3,17028,194,35,No,15455,76,1606828,1
R0792,San Francisco,American,30,58,15,3.1,28842,184,38,Yes,3000,74,1323673,0
R0793,Houston,Mexican,19,35,23,2.7,11931,78,45,Yes,3964,89,348964,0
R0794,Los Angeles,Indian,14,41,7,4.6,48332,113,33,Yes,19143,87,1314509,1
R0795,Houston,Japanese,45,73,13,3.1,19656,255,18,No,16454,72,1418309,1
R0796,Los Angeles,Indian,15,35,17,3.7,25443,170,40,No,19543,78,771167,1
R0797,San Francisco,Japanese,35,78,9,2.6,22934,209,40,Yes,755,64,1379134,0
R0798,Los Angeles,Chinese,13,50,8,4.2,46862,225,19,No,2002,52,1488098,1
R0799,Chicago,Mexican,48,51,20,3.3,39388,221,12,Yes,5156,59,74220,1
R0800,Chicago,Japanese,48,28,26,4.4,33522,25,30,Yes,10802,64,634819,1
R0801,Chicago,Vegan,44,29,27,3.5,23305,214,40,Yes,5930,65,1470722,1
R0802,Chicago,American,10,36,21,3.0,18930,48,25,Yes,9098,66,557409,1
R0803,Houston,Italian,33,87,18,3.8,8512,98,32,No,16476,68,747785,0
R0804,San Francisco,Vegan,45,67,13,2.8,3766,265,8,Yes,2360,60,59387,0
R0805,Los Angeles,Vegan,15,130,16,3.6,37145,263,20,Yes,6658,97,295752,1
R0806,Los Angeles,American,40,142,9,3.3,20886,225,26,Yes,6306,54,651103,1
R0807,Chicago,Italian,29,120,12,4.8,5615,181,16,Yes,17606,54,601872,1
R0808,Chicago,Vegan,33,121,12,2.7,42073,146,20,Yes,9974,63,619071,1
R0809,New York,Japanese,34,84,6,4.2,26727,187,44,Yes,17497,99,1793745,1
R0810,San Francisco,Japanese,45,70,19,3.0,15298,86,42,Yes,6290,75,759687,1
R0811,Houston,Japanese,30,55,28,3.3,4085,197,46,Yes,10670,57,698782,0
R0812,Los Angeles,Italian,39,100,7,3.5,46003,24,41,Yes,9504,54,1738678,1
R0813,New York,Vegan,33,146,25,4.8,41035,223,33,Yes,10478,56,300139,1
R0814,New York,Italian,39,107,3,3.1,29575,217,22,Yes,17214,65,550228,1
R0815,Los Angeles,Japanese,31,123,16,2.7,40316,178,14,Yes,19096,63,1764793,1
R0816,Houston,American,37,34,18,3.3,19503,289,46,Yes,7732,86,1796197,1
R0817,New York,Vegan,16,115,16,2.8,3781,155,43,Yes,13174,90,910020,0
R0818,New York,Vegan,44,142,23,2.8,26119,272,22,Yes,16552,53,984499,1
R0819,San Francisco,Indian,37,20,7,3.9,27686,13,5,Yes,16274,85,1345085,1
R0820,Houston,Indian,23,141,4,2.7,49824,99,43,Yes,6413,97,63580,1
R0821,New York,Chinese,19,145,27,2.6,42392,69,25,Yes,14602,66,1641104,1
R0822,Houston,Mexican,25,76,25,4.3,37621,25,5,Yes,15889,96,828639,1
R0823,Los Angeles,Indian,25,100,8,3.4,39950,236,19,No,11067,85,1444166,1
R0824,Chicago,Italian,40,92,13,2.8,36870,38,8,Yes,6111,55,518968,1
R0825,New York,Indian,34,89,13,3.1,5729,160,24,Yes,9932,65,940965,0
R0826,San Francisco,Chinese,22,25,17,4.1,27810,254,14,No,819,78,828559,1
R0827,Los Angeles,Vegan,15,103,17,3.2,30428,279,27,Yes,13186,85,1582239,1
R0828,Houston,Chinese,18,71,5,3.7,12378,88,45,No,5291,87,478082,1
R0829,Los Angeles,Vegan,45,22,6,2.8,8517,298,38,Yes,829,86,655262,0
R0830,New York,American,29,100,19,4.0,34865,162,37,No,9351,97,1696265,1
R0831,Houston,American,27,82,13,3.3,9063,286,38,Yes,11810,97,263165,0
R0832,Chicago,Vegan,30,68,25,4.1,48652,288,43,Yes,10664,59,455427,1
R0833,Los Angeles,Mexican,13,95,28,4.5,37392,66,14,No,18677,90,502201,1
R0834,New York,Indian,42,131,26,4.0,25109,195,24,Yes,6203,85,1262916,1
R0835,San Francisco,Italian,36,128,14,3.2,27775,102,5,Yes,11149,78,1888654,1
R0836,Houston,Italian,16,84,22,3.1,36275,285,17,No,13172,63,760731,1
R0837,Los Angeles,Japanese,15,100,4,3.3,6831,167,5,Yes,4655,53,1870987,0
R0838,Los Angeles,Vegan,24,34,28,2.9,40663,284,9,Yes,3111,93,354960,0
R0839,Chicago,Italian,27,119,7,3.0,11432,190,20,Yes,19477,91,1188036,1
R0840,Chicago,Mexican,41,51,8,4.5,19277,86,19,Yes,16979,85,1404832,1
R0841,San Francisco,Vegan,20,115,25,3.5,23818,160,32,No,9680,99,1149624,1
R0842,San Francisco,Mexican,29,147,13,3.6,3011,247,35,No,9804,94,1829382,0
R0843,New York,Italian,33,132,27,4.0,18899,298,27,Yes,15110,62,1231426,1
R0844,New York,Italian,24,102,6,4.0,49502,240,49,Yes,8937,95,1930760,1
R0845,San Francisco,Japanese,16,62,6,2.7,15294,27,47,Yes,10850,67,1576769,1
R0846,San Francisco,Italian,30,135,24,4.6,5051,82,21,Yes,13021,82,1955734,0
R0847,Houston,Vegan,35,97,28,2.9,40966,198,38,No,7060,70,786200,1
R0848,Chicago,American,23,77,21,4.3,28433,26,17,Yes,5747,65,1072805,1
R0849,New York,Vegan,46,52,3,4.4,21773,28,18,Yes,4577,64,994793,0
R0850,Chicago,Vegan,30,33,28,4.3,48985,228,15,No,11358,54,356932,1
R0851,Chicago,Japanese,27,78,3,3.9,40970,129,32,No,11891,55,316891,1
R0852,San Francisco,Japanese,14,102,13,2.5,5665,110,46,Yes,11446,87,1042326,0
R0853,Houston,Italian,12,140,22,3.4,22921,43,36,Yes,15686,52,574333,1
R0854,Los Angeles,Chinese,32,102,2,4.0,25594,93,39,Yes,1917,97,1062782,0
R0855,Houston,Chinese,35,46,16,3.5,34041,205,35,No,16994,61,1630622,1
R0856,Houston,Japanese,46,99,22,4.7,8724,211,21,Yes,9454,85,1878261,1
R0857,Chicago,Italian,33,32,29,3.3,47262,20,13,Yes,14091,82,961508,1
R0858,Houston,Chinese,28,83,6,3.2,46124,227,14,Yes,7891,85,1777373,1
R0859,New York,Italian,34,99,8,3.2,935,262,12,Yes,11864,82,1773521,0
R0860,Chicago,Italian,30,142,23,3.3,18746,231,25,Yes,10871,80,190926,1
R0861,New York,Italian,21,62,8,3.9,11924,89,17,No,3004,70,233148,0
R0862,Los Angeles,Indian,42,108,25,4.3,37435,16,9,No,5739,76,893382,1
R0863,Chicago,Vegan,13,114,6,4.2,3915,281,10,No,17176,76,722709,1
R0864,Los Angeles,Italian,16,21,14,4.5,49498,236,34,Yes,18618,57,1850164,1
R0865,Chicago,Indian,31,139,3,4.7,2529,25,35,No,5620,86,1775284,0
R0866,San Francisco,Japanese,42,41,10,4.5,42050,21,21,No,6893,81,1263944,1
R0867,Houston,Chinese,26,134,3,2.5,41986,250,15,Yes,2696,75,544496,0
R0868,San Francisco,Vegan,33,76,27,4.3,44498,30,24,Yes,3966,51,69455,0
R0869,Los Angeles,American,43,91,12,3.0,2707,187,13,Yes,2406,61,784184,0
R0870,Houston,Chinese,37,26,17,2.8,25750,237,6,No,18605,71,1563715,1
R0871,Chicago,Vegan,48,138,27,4.1,38798,282,41,Yes,12383,66,1330473,1
R0872,Houston,American,31,133,29,3.3,32453,297,5,No,15937,56,482509,1
R0873,New York,Chinese,26,35,5,2.6,36890,143,8,Yes,14997,92,1591222,1
R0874,Houston,Vegan,43,102,20,2.8,12091,292,40,No,2316,53,662840,0
R0875,New York,Chinese,15,91,25,2.5,21268,162,29,Yes,11213,86,882548,1
R0876,Houston,Chinese,15,143,9,4.8,31199,75,7,No,4349,87,432605,0
R0877,New York,American,43,132,21,2.6,39485,146,13,Yes,7349,81,614772,1
R0878,Los Angeles,Chinese,10,31,26,3.0,36019,101,26,No,1558,60,997719,0
R0879,San Francisco,Chinese,19,145,20,3.5,31516,268,27,Yes,12230,50,1442358,1
R0880,Chicago,American,30,72,7,3.4,5680,112,16,Yes,19206,74,708764,0
R0881,Houston,Japanese,14,94,22,4.8,7154,64,14,Yes,17832,91,218332,0
R0882,San Francisco,Italian,11,46,4,2.6,24190,266,38,Yes,4859,73,1199223,0
R0883,Chicago,Mexican,31,116,13,3.8,40487,110,47,Yes,13309,92,1688506,1
R0884,Chicago,Indian,11,24,13,4.2,15923,207,14,Yes,6160,66,1834667,1
R0885,New York,Mexican,19,76,10,4.8,46115,235,34,No,7754,57,882441,1
R0886,Los Angeles,Mexican,43,97,18,4.1,37441,246,26,Yes,13322,94,1060193,1
R0887,Los Angeles,Vegan,25,88,17,4.5,15439,35,10,Yes,2593,76,1227400,0
R0888,San Francisco,Italian,48,137,20,2.7,3591,130,6,Yes,12230,67,823202,0
R0889,Los Angeles,Vegan,31,139,20,3.5,806,191,34,Yes,18447,76,866037,0
R0890,Houston,Italian,21,78,13,3.4,32057,208,6,No,8717,71,1733743,1
R0891,Los Angeles,American,33,52,17,4.7,15828,264,36,Yes,17058,65,1743691,1
R0892,San Francisco,American,49,81,22,2.9,7097,131,46,No,18218,51,317724,0
R0893,Los Angeles,Italian,47,69,4,2.9,38101,40,20,Yes,17205,54,951334,1
R0894,Houston,Chinese,19,131,1,3.3,38623,294,16,Yes,12842,67,317544,1
R0895,New York,Japanese,44,38,1,2.6,25263,115,5,No,12739,52,1793579,1
R0896,San Francisco,Chinese,41,142,15,3.0,17818,233,12,Yes,14354,76,801545,1
R0897,New York,Japanese,16,66,13,4.9,22072,282,17,Yes,14397,66,1095962,1
R0898,New York,Vegan,30,52,17,3.6,18331,241,19,Yes,11919,65,1981040,1
R0899,New York,Japanese,29,103,24,4.1,39719,265,48,No,10564,55,177319,1
R0900,Chicago,Vegan,35,98,26,4.3,12226,33,12,Yes,15503,56,562193,1
R0901,Chicago,American,13,33,8,3.4,23695,118,14,Yes,10759,99,1577965,1
R0902,New York,Mexican,31,147,18,2.9,40733,200,9,Yes,6174,63,156960,1
R0903,San Francisco,American,24,73,27,3.0,12218,34,23,Yes,5502,87,89015,1
R0904,Houston,American,49,48,13,3.3,3417,196,42,No,1410,89,1432433,0
R0905,Houston,Mexican,30,43,23,4.1,45080,297,15,Yes,1449,64,778165,1
R0906,Los Angeles,Japanese,24,101,14,3.5,44215,125,47,Yes,19398,96,982478,1
R0907,San Francisco,Japanese,31,82,8,2.5,43258,46,24,No,12023,96,195109,1
R0908,Chicago,Vegan,37,124,8,3.8,47731,291,24,Yes,11721,97,527508,1
R0909,New York,Chinese,23,76,27,4.8,49416,146,25,Yes,16984,82,1884927,1
R0910,Los Angeles,Vegan,36,81,26,4.5,39928,236,22,Yes,5146,92,983671,1
R0911,Houston,Chinese,49,36,15,4.6,15604,191,14,Yes,7445,76,1187330,1
R0912,Chicago,American,37,85,27,4.5,3157,95,38,Yes,2900,78,271775,0
R0913,Chicago,Mexican,35,25,13,3.3,26760,62,30,Yes,12063,86,1403868,1
R0914,New York,American,11,77,7,4.4,37296,244,34,Yes,19227,54,777513,1
R0915,Houston,Italian,34,88,5,2.9,502,276,13,Yes,852,78,726894,0
R0916,San Francisco,Japanese,12,81,17,4.1,8705,296,35,Yes,19839,81,796355,1
R0917,Chicago,Chinese,17,101,28,4.1,15861,109,46,Yes,15989,55,959222,1
R0918,New York,Vegan,42,90,25,2.6,27143,96,8,Yes,1518,51,1971086,0
R0919,San Francisco,Mexican,44,29,29,4.5,33735,24,10,No,18063,55,1155455,1
R0920,Houston,Chinese,15,117,16,4.8,13879,110,18,Yes,5693,95,169894,1
R0921,Chicago,Vegan,48,108,23,3.2,15255,174,8,No,16201,92,640127,1
R0922,San Francisco,Japanese,32,54,2,4.5,41078,38,30,Yes,4036,53,1128332,0
R0923,San Francisco,American,34,21,22,2.7,33232,123,43,No,15949,78,718043,1
R0924,San Francisco,Japanese,28,143,18,4.0,23951,116,21,No,12342,74,1279133,1
R0925,Chicago,Indian,14,43,17,3.7,15466,139,23,Yes,19386,58,1327879,1
R0926,Chicago,Italian,20,93,7,3.9,28508,93,10,Yes,4319,52,1502817,0
R0927,Los Angeles,Indian,21,41,13,4.8,6671,280,33,Yes,17863,75,724075,1
R0928,Houston,Mexican,19,58,18,4.7,49831,253,15,Yes,1476,97,1037601,1
R0929,New York,Chinese,17,39,29,4.5,14117,223,20,Yes,19164,92,541599,1
R0930,San Francisco,Mexican,33,60,14,3.2,39336,175,34,No,6397,76,545283,1
R0931,Los Angeles,American,37,127,18,4.8,4250,288,29,Yes,16457,85,667231,1
R0932,New York,Vegan,45,103,13,2.7,45933,68,44,Yes,15859,81,792476,1
R0933,Los Angeles,Japanese,46,130,11,4.6,19523,99,15,Yes,13740,50,198188,1
R0934,Chicago,Indian,30,85,21,3.3,4237,203,11,Yes,607,65,611032,0
R0935,San Francisco,Indian,17,72,21,2.6,30092,132,30,No,16024,97,174697,1
R0936,New York,American,18,53,16,4.2,45104,145,26,No,2126,60,1579371,0
R0937,New York,Indian,24,86,23,3.1,29002,148,29,Yes,6729,75,1738936,1
R0938,New York,American,49,46,17,3.1,49704,238,23,Yes,7377,89,445340,1
R0939,New York,Mexican,27,29,8,3.3,45021,283,35,Yes,1374,50,286028,0
R0940,New York,Japanese,29,92,19,2.7,13933,59,30,No,6043,75,743411,1
